,ISBNs,output_types,years,country,unified_title,primary_occupations_main,primary_occupations_detailed,sciences,ABC outputs
2256,9783926196767,edited volumes,2017,Germany,"Schröder, Gudrun",universities,not publishing,social sciences,
2257,9785420017968,authored books,2017,Lithuania,Mokslo ir enciklopedijų leidybos centras,universities,academic publishers,social sciences,
2258,9786098071412,authored books,2017,Lithuania,Lietuvos muzikos ir teatro akademija,universities,university departments,social sciences,
2268,9783631672310,edited volumes,2017,Germany,Peter Lang,universities,academic publishers,social sciences,
2283,9783205205135,edited volumes,2017,Austria,Böhlau Verlag,universities,academic publishers,social sciences,
2297,9783961631186,edited volumes,2017,Germany,readbox publishing,not publishers,not publishing,social sciences,
2298,9788365886095,authored books,2017,Poland,MyScienceWork,not publishers,not publishing,humanities,
2300,9783319565385,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
2301,9788072909247,edited volumes,2017,Czech Republic,Charles University,universities,university departments,social sciences,
2303,9788072909223,edited volumes,2017,Czech Republic,Charles University,universities,university departments,social sciences,
2951,9789955154914,authored books,2017,Lithuania,Lietuvos sveikatos mokslų universitetas,universities,university departments,social sciences,
2952,9789955154235,authored books,2017,Lithuania,Lietuvos sveikatos mokslų universitetas,universities,university departments,social sciences,
2963,9786197408171,edited volumes,2017,Bulgaria,STEF92 Technology,not publishers,not publishing,social sciences,
2966,9788024522166,edited volumes,2017,Czech Republic,University of Economics in Prague,universities,university departments,social sciences,
2969,9789955198918,authored books,2017,Lithuania,Mykolo Romerio universitetas,universities,university departments,social sciences,
2970,9789940673109,edited volumes,2017,Montenegro,NVU Elit - Ekonomska laboratorija za istraživanje i tranzicije,academic publishers,academic publishers,social sciences,
3045,9780986041976,edited volumes,2017,United States of America,IBIMA International Business Information Management Association,intermediaries,societies,social sciences,
3107,9781443852982,edited volumes,2017,United Kingdom,Cambridge Scholars Publishing,academic publishers,academic publishers,social sciences,
3108,9789955346692,authored books,2017,Lithuania,Versus aureus,other publishers,general publishers,social sciences,
3110,9786094760822,authored books,2017,Lithuania,Vilniaus Gedimino technikos universitetas,universities,university departments,social sciences,
3124,9781137590275,edited volumes,2017,United Kingdom,Springer Nature,universities,academic publishers,social sciences,
3125,9789897570599,edited volumes,2017,Portugal,Lusófona University,universities,university departments,social sciences,
3126,9780128052006,edited volumes,2017,United States of America,Elsevier,universities,academic publishers,humanities,
3128,9783510653836,edited volumes,2017,Germany,"Schweizerbart'sche, E., Verlagsbuchhandlung (Nägele u. Obermiller)",universities,academic publishers,social sciences,
3130,9781498784641,edited volumes,2017,United States of America,Informa (Taylor & Francis),academic publishers,academic publishers,social sciences,
3133,9781108418362,edited volumes,2017,United Kingdom,Cambridge University Press,other publishers,academic publishers,social sciences,
3134,9789955198888,authored books,2017,Lithuania,Mykolo Romerio universitetas,universities,university departments,social sciences,
3135,9789955198611,edited volumes,2017,Lithuania,Mykolo Romerio universitetas,universities,university departments,social sciences,
3139,9781536118537,edited volumes,2017,United States of America,Nova Science Publishers,universities,academic publishers,social sciences,
3140,9789955198680,authored books,2017,Lithuania,Mykolo Romerio universitetas,universities,university departments,social sciences,
3142,9789955198871,authored books,2017,Lithuania,Mykolo Romerio universitetas,universities,university departments,humanities,
3143,9789616842761,authored books,2017,Slovenia,Inštitut za lokalno samoupravo Maribor,intermediaries,publishing services,social sciences,
3210,9789955688334,authored books,2017,Lithuania,Lietuvos Respublikos Konstitucinis Teismas,not publishers,governmental institutions,humanities,
3211,9783319544779,edited volumes,2017,Switzerland,Springer Nature,academic publishers,academic publishers,social sciences,
3232,9788087488294,edited volumes,2017,Czech Republic,Eva Rozkotová Publishing House,other publishers,specialised publishers,social sciences,
3261,9786063901133,edited volumes,2017,Romania,Universul Juridic,other publishers,specialised publishers,social sciences,
3262,9789986555452,authored books,2017,Lithuania,Lietuvos teismo ekspertizės centras,not publishers,governmental institutions,social sciences,
3379,9789986555445,edited volumes,2017,Lithuania,Lietuvos teismo ekspertizės centras,intermediaries,governmental institutions,social sciences,
3406,9783319702834,edited volumes,2017,Switzerland,Springer Nature,universities,academic publishers,social sciences,
3408,9789934182303,edited volumes,2017,Latvia,University of Latvia,universities,university departments,social sciences,
3411,9788381281362,edited volumes,2017,Poland,C.H. Beck,universities,academic publishers,social sciences,
3415,9781138999855,edited volumes,2017,United Kingdom,Informa (Taylor & Francis),universities,academic publishers,social sciences,
3416,9789955198512,authored books,2017,Lithuania,Mykolo Romerio universitetas,universities,university departments,social sciences,
3418,9780190260637,edited volumes,2017,United Kingdom,Oxford University Press,universities,academic publishers,social sciences,edited volumes
3421,9781784710910,edited volumes,2017,United Kingdom,Edward Elgar Publishing,universities,academic publishers,social sciences,
3423,9783319278308,edited volumes,2017,Switzerland,Springer Nature,universities,academic publishers,social sciences,
3424,9781137552556,edited volumes,2017,United Kingdom,Springer Nature,universities,academic publishers,social sciences,
3427,9781137602213,edited volumes,2017,United Kingdom,Springer Nature,universities,academic publishers,social sciences,
3428,9783319613093,edited volumes,2017,Switzerland,Springer Nature,universities,academic publishers,social sciences,
3429,9781599735207,edited volumes,2017,United States of America,University of New Mexico,universities,university departments,social sciences,
3430,9788365198105,edited volumes,2017,Poland,Instytut Papieża Jana Pawła II,universities,governmental institutions,social sciences,
3438,9782807604162,edited volumes,2017,Belgium,Peter Lang,universities,academic publishers,social sciences,
3439,9788375457360,edited volumes,2017,Poland,Oficyna Wydawnicza ASPRA,universities,academic publishers,social sciences,
3440,9788378654292,edited volumes,2017,Poland,University of Gdańsk,universities,university departments,social sciences,
3441,9781107135024,edited volumes,2017,United Kingdom,Cambridge University Press,universities,academic publishers,social sciences,
3505,9786098035490,authored books,2017,Lithuania,Naujoji Romuva,intermediaries,general publishers,social sciences,
3521,9789941135866,edited volumes,2017,Georgia,Ivane Javakhishvili Tbilisi State University,universities,university departments,humanities,
3562,9788394123598,edited volumes,2017,Poland,Anna Klim-Klimaszewska,universities,publishing services,social sciences,
3570,9788088042075,edited volumes,2017,Czech Republic,CBU Research Institute,universities,academic publishers,social sciences,
3590,9786197408102,edited volumes,2017,Bulgaria,STEF92 Technology,not publishers,not publishing,social sciences,
3591,9788379773176,edited volumes,2017,Poland,Oficyna Wydawnicza ATUT,not publishers,academic publishers,social sciences,
3609,9789532330922,edited volumes,2017,Croatia,"Croatian Society for Information, Communication and Electronic Technology - MIPRO",not publishers,societies,social sciences,
3610,9789934864506,edited volumes,2017,Latvia,University of Latvia,universities,university departments,medical and health sciences,
3611,9789855820841,edited volumes,2017,Belarus,Yanka Kupala State University of Grodno,universities,university departments,social sciences,
3615,9788081542121,edited volumes,2017,Slovakia,Georg Žilina publishing,other publishers,general publishers,social sciences,
3623,9785907016293,edited volumes,2017,Russian Federation,Izdatelstvo Pero,intermediaries,publishing services,social sciences,
3625,9788376143187,edited volumes,2017,Poland,Jesuit University Ignatianum in Krakow,universities,university departments,social sciences,
3693,9786098179101,authored books,2017,Lithuania,Šiaulių universitetas,universities,university departments,humanities,
3696,9789934182679,edited volumes,2017,Latvia,University of Latvia,universities,university departments,humanities,
3698,9785446513512,edited volumes,2017,Russian Federation,Buki Vedi,intermediaries,publishing services,humanities,
3699,9789934182709,edited volumes,2017,Latvia,University of Latvia,universities,university departments,humanities,
3702,9781848883727,edited volumes,2017,United Kingdom,Inter-Disciplinary.Net,other publishers,specialised publishers,social sciences,
